"Each sheet contains a column representing the intensity values from approximately 20,000 captured cells.",,,
"The 20,000 intensity values in each column were used to create histograms for each sample.",,,
,,,
,,,
,,,
,,,
Sc644,BY4741,BY4743 (control diploid),Hybrid
62701.312,74782.164,146597.33,207129.72
72490.26,170266.25,156387.56,78781.164
122438.63,31343.99,96658.84,79597.305
66020.914,100710.734,143201.61,142855.89
45883.152,56464.59,71755.39,93925.76
70747.47,107331.445,88413.59,85825.85
131844.02,83393.34,75866.19,2175.8
72580.13,127955.96,93594.664,68456
160759.8,33703.832,154963.4,74338.4
87956.93,42762.21,133346.02,137439.19
42021.32,71996.19,74283.79,-200.81
118134.33,33836.7,89427.1,84665.28
79015.51,36014.652,191300.55,84470.49
62264,67273.07,94511.85,70537.63
90974.67,40879.242,93418.36,262143
70761.664,41338.05,159268.12,97155.49
74358.61,44579.39,158791.69,115928.43
82027.234,42844.77,71771.305,91663.96
70966.77,76814.77,135305.52,118093.055
43156.52,45503.89,153744.36,190579.88
133562.3,47304.73,86110.08,85385.53
77479.125,43154.37,93763.65,73677.06
92432.375,70444.32,98771.43,77344.96
39188.91,141048.61,70432.28,81198.19
82442.61,84470.92,77367.75,81704.305
43530.62,74506.1,161915.22,145871.9
87458.99,78391.15,74400.75,64765.742
32736.33,75713.54,79904.75,75087.46
59372.68,35824.59,7131.5503,83449.67
66105.625,36998.062,70209.97,75687.74
102099.2,48679.44,78794.49,150946.34
101218.13,53003.09,111806.45,143157.75
104036.78,35376.1,71702.93,75337.72
88150.43,53629.17,65943.51,71126.734
40125.45,41997.242,123357.11,71928.25
107587.72,78146.055,84636.47,182139.4
89001.4,91544.42,93042.97,66663.76
55421.41,86746.914,169026.55,142984.03
90035.984,73073.77,75801.26,129761.53
76535.27,83479.34,90389.875,167160.78
65292.92,40715.41,216808.58,142097.8
78102.625,72504.88,255738.2,90424.7
92007.53,65171.66,52819.05,229671.17
75319.234,82110.22,82679.97,70070.65
54855.96,40434.19,87063.82,155707.3
250263.88,42777.69,138576.11,143058
61149.44,72081.76,76773.92,55395.18
73720.06,43277.78,103897.89,150149.12
187319.19,102692.17,149895.42,87149.82
68199.29,44567.35,77354.42,84994.664
37786.25,78561,73874.43,156173.86
77863.11,39572.04,68558.77,138987.61
80694.234,53380.633,83951.914,149747.94
83252.734,83541.69,127295.484,132152.33
86162.54,76781.664,76845.305,139880.3
99479.21,83320.67,92716.6,142278.4
47564.88,62988.98,69354.7,169759.27
84421.04,73248.78,75769.01,131042.93
82679.54,84466.625,80742.82,144640.83
78177.44,83787.65,71285.83,128317.164
67723.71,36232.23,64453.133,132821.84
42665.03,54923.473,93526.72,151290.77
78423.4,49172.652,138744.23,112395.555
30671.47,34647.25,83033.86,179265.72
40409.25,81328.484,152485.75,84247.32
37562.22,82515.71,82248.25,86304.01
99615.95,70987.84,96952.96,139129.52
84517.79,71201.555,68879.555,93869.86
50429.973,41470.492,70923.77,79694.484
66107.34,174193.86,149920.8,148724.11
214726.1,35029.95,145800.11,164032.11
70252.11,46185.44,142055.23,134975.28
39561.29,45782.53,126703.375,82243.52
63268.05,76835.84,145038.58,83388.61
44142.94,39116.67,67628.25,180814.58
262143,43758.95,101616.74,162099.69
74416.664,43541.8,93286.78,89268.43
25035.46,41104.13,80723.47,75172.6
72281.28,40457.84,226673.64,140754.05
73730.81,35563.582,71450.95,153028.83
64852.6,83316.375,71162.42,100304.38
51973.67,36400.36,80134.375,131740.83
96521.24,35164.97,241554.66,209047.52
77750.88,71578.234,152712.36,59432.45
74823.875,67930.11,88873.26,81035.22
64677.16,35455.22,65764.63,103981.31
80625.43,39756.082,68535.125,139835.14
163046.97,37506.32,156882.5,73030.77
61180.832,44244.85,79433.47,175225.44
42050.562,38666.89,91044.76,76579.99
69983.79,28732.6,95905.055,84107.57
84160.89,43436.45,145167.58,125827.03
39381.98,114515.02,813.13,10832.13
60795.98,71359.79,79107.1,90672.38
75601.31,112632.484,262143,162698.25
71919.22,61939.35,209032.03,135219.52
33829.39,42987.1,70199.65,62229.6
37559.64,80557.06,73397.13,148089.86
129008.6,76602.78,141437.33,64700.812
15051.721,72702.25,139453.73,148742.16
95996.64,72580.99,146774.9,142472.77
34380.22,77027.625,34464.5,68078.89
40363.67,35832.332,82916.47,119610.09
81977.35,49203.18,77176.4,70196.64
144467.53,80660.69,87605.195,160739.6
68966.414,68078.89,71892.13,82712.65
80247.46,38623.46,99713.13,242737.16
82651.59,36344.46,212007.64,132095.14
39019.92,45746.41,238999.6,123744.54
41142.832,64933.87,145030.83,78326.22
39214.71,34637.79,59887.39,64440.23
84441.68,31934.81,88245.89,83700.36
71050.19,73620.734,132111.9,78109.07
135349.38,63270.633,78569.6,104521.39
76799.29,33785.1,238463.39,147247.9
56873.95,39876.05,82030.67,176267.75
104930.32,46394.42,90415.24,112376.2
74879.77,37256.92,144432.7,137622.36
47462.54,43565.88,72623.99,76246.74
63273.21,81475.54,66352.875,77130.39
84237.43,42265.562,152879.62,147624.6
47402.34,44818.473,87376,141619.22
80145.125,76021.42,83358.94,100459.61
89041.39,44883.402,104219.53,80902.35
78842.22,40152.11,74827.74,84303.22
67394.76,76027.875,90906.734,80032.89
223769.86,46077.51,147358,81036.08
181733.05,74111.36,84273.984,-657.9
42543.77,41138.53,144662.33,79832.94
72511.33,37344.21,93459.21,76217.5
5465.3003,40957.07,75103.805,98205.125
85335.65,33376.6,235291.7,139176.38
87680.01,72037.9,144384.97,262143
79319.52,36087.32,81115.2,125567.74
71719.27,40953.2,955.89,85895.08
98595.56,41743.97,147729.94,91517.76
41780.95,108365.59,80317.125,147939.78
80889.02,41107.14,89599.53,77116.63
65206.92,42106.03,133503.83,262143
91306.2,45746.84,91024.555,139101.12
31096.74,69043.81,70779.72,142441.38
141175.02,65031.05,160855.27,93035.664
89440.43,41511.77,97725.24,94636.984
60762.87,76331.45,146092.08,98445.49
59837.082,86535.35,193201.58,76098.39
104114.18,74231.33,69294.93,167936.94
72057.68,83703.375,87871.36,141018.08
84028.45,33639.76,75389.75,147772.52
26537.88,38702.582,77745.72,95770.89
44707.53,52189.53,95198.56,142122.75
85161.93,59907.6,174.58,139639.5
79233.95,174825.97,79484.21,87581.11
64663.402,29660.97,81908.984,133439.75
76711.14,64256.19,2096.68,96565.96
143687.94,71069.54,73425.08,155212.8
76757.58,39101.62,66818.99,93475.555
61345.95,78276.34,87213.03,66309.01
157122.44,71627.25,73569.13,82021.21
86015.914,31175,97972.92,105525.875
46631.78,46007.85,55151.37,80068.15
55417.973,44813.742,68966.84,67503.984
62831.17,36798.11,83857.74,69784.27
70974.94,161376,135075.9,100079.06
42770.812,42453.473,137232.78,106501.54
119971.29,38896.082,148462.23,149905.31
83646.18,48045.19,73842.18,128157.63
60152.7,114798.39,-1.29,149464.56
71103.51,78846.09,226248.38,144434.86
64964.832,77703.15,149053.48,134701.8
120799.9,121775.14,78827.6,140032.08
-526.32,38231.73,83405.38,151765.92
212406.67,36208.582,78831.04,73655.13
69721.06,60180.223,2963.99,169257.89
63006.61,40270.79,85597.95,147275.86
40724.01,92026.02,94191.93,148308.3
39652.88,67833.79,91706.53,143630.33
46561.69,60489.39,86918.055,161634
69180.125,71868.484,78756.22,80498.58
39898.84,37996.52,98573.2,142424.61
59541.67,82603.86,90350.74,60798.133
34520.832,67947.74,84963.7,83021.39
42611.28,37662.84,168303.3,62039.11
39645.57,39760.812,90833.2,148668.2
86353.46,73460.34,156205.67,146312.66
74494.06,63453.383,80496,847.96
93116.93,40521.05,155131.11,121969.93
47025.23,112602.81,66665.914,146468.33
74564.58,44258.18,72037.04,44851.152
73232.44,66144.75,131619.12,119374.45
77508.36,63864.89,35217,88247.18
45340.062,122329.84,88529.695,75962.94
42951.84,44572.94,90673.67,150260.92
50407.18,44731.18,138407.97,161066.39
77919.875,40711.54,76567.52,89241.77
99164.45,27177.291,74841.5,132946.97
64190.832,78581.21,73788.43,106707.08
76610.09,42339.09,216737.2,85189.88
28020.52,110120.42,163351.84,133164.12
49856.35,91209.45,81923.6,141988.16
71813.01,38847.062,135615.98,167940.38
68604.78,34230.152,157940.72,92047.52
68831.82,118519.18,76998.81,78894.68
81491.02,154518.78,58483.44,177457.56
49106,65404.293,81525.42,86411.945
124371.484,119797.57,78832.76,72038.33
92258.22,41596.05,74659.61,72077.03
38960.152,76180.95,45402.84,84900.06
141324.23,29998.52,148229.61,247186.8
82757.375,78750.63,82585.805,149991.75
71852.14,64466.03,75382.01,94139.04
91313.08,45088.082,136318.17,79645.46
130349.34,37586.73,142876.97,69398.99
49881.723,77558.67,87489.09,90286.67
43218.44,33835.41,207478.02,103727.18
69313.85,69881.45,152190.77,84127.78
71168.44,28559.31,82440.89,67313.92
69242.47,47071.242,115866.516,92401.84
54780.28,86629.95,148855.25,94774.58
45254.92,62420.95,156649.44,74043.42
139087.38,34687.67,161836.1,79523.77
62651.43,70299.84,80338.625,130977.14
144992.56,117329.375,121282.79,118127.88
61958.7,65880.734,137685.58,144233.19
71521.47,81293.22,137398.33,138377.44
48402.52,63418.98,73815.95,75558.31
42370.91,72617.97,139067.16,88323.72
41651.52,34893.64,76649.22,171611.72
72874.68,34846.34,137096.9,228270.66
36631.7,78124.555,64411.85,236591.6
35232.48,69507.35,93430.4,154437.08
124482.42,60376.3,151593.92,127974.88
138450.97,56129.19,82417.24,94514.43
193090.22,46906.98,105737.43,134818.33
44414.27,79842.4,107164.17,97983.67
54910.57,42311.14,144183.3,136087.69
78984.555,35864.582,94262.88,149313.62
68278.84,45555.492,185249.16,85487.01
86991.58,69869.414,86161.68,109300.414
74473.42,118390.61,70003.57,144303.7
111050.945,38425.23,73195.03,72921.125
73849.06,38094.13,81368.47,84843.305
33876.26,101067.2,136819.55,133812.12
62338.82,37233.7,141706.5,66853.82
79649.76,34240.04,88155.59,130437.92
54852.52,48580.11,151328.61,67170.734
81703.01,75048.33,77777.54,77512.664
40262.19,34838.6,80625,75960.36
82043.14,43928.37,110174.6,73984.94
67930.54,103759.86,142125.33,80729.06
53642.5,45412.3,65731.09,102606.17
43900.85,90112.95,75659.79,87526.5
76534.84,44903.18,83348.19,155101.44
89506.22,121483.17,89094.28,70530.75
49687.79,56014.812,101498.92,83717.99
64496.992,86423.555,86235.64,138986.33
97776.84,38218.832,77645.1,119539.14
36129.89,76511.19,155473.38,166523.1
37833.98,86048.164,90992.734,90966.07
77606.83,112334.92,149005.33,262143
74664.34,35810.402,74337.54,75827.49
116930.33,50456.63,92751.43,80367.43
65268.41,38500.48,73465.93,73745.43
77404.305,72163.46,142487.38,134393.06
76571.82,84465.33,64034.312,138638.88
148575.75,82884.65,94260.734,93683.67
82369.08,38166.37,82529.9,95241.99
102819.02,43590.39,137899.28,130898.02
85115.92,76593.32,83284.125,165763.72
78343.85,120399.57,86264.45,98367.234
109962.61,45964.85,171785,156458.08
89338.09,48518.19,49352.39,71523.19
120832.15,39008.312,140698.58,131617.4
83116.85,108022.02,98522.46,74279.49
75842.11,75193.24,59121.133,128009.71
58084.402,72854.04,83748.52,155177.11
78698.6,32214.31,79262.33,74785.6
97979.805,39974.09,83817.32,83197.26
103458.86,34543.19,199414.22,153407.23
66574.32,82075.82,234791.19,131463.47
40104.812,71879.664,146399.95,79805.42
67383.15,69598.51,86903,61167.5
30778.111,37873.97,73298.234,128677.93
38728.812,80661.555,92742.83,168314.9
61026.46,41553.05,245972.9,91895.305
62212.832,46769.812,147504.62,68919.11
75307.625,72327.72,168704.05,86335.83
82610.31,42178.7,93127.25,185198.42
166578.12,66733.85,76872.82,162712
44991.76,75694.625,161177.77,66041.984
62528.45,72505.74,94305.02,90278.5
80569.53,36617.94,262143,63604.742
79536.67,35987.562,84265.81,143251.92
77255.09,75130.46,157080.72,80157.164
51756.09,32965.52,148073.94,66944.555
34466.22,39825.312,149008.77,161745.8
69791.58,93065.76,166341.2,91119.15
43591.68,39932.812,93218.84,121914.46
57276.43,38018.02,73454.75,105122.1
90931.67,80557.92,143509.5,343.14
72003.5,43704.34,145684.44,76304.36
71315.93,100390.81,63867.902,141588.69
31310.88,37423.76,123804.31,139968.44
65089.96,49200.17,147692.97,81377.07
73988.81,40388.61,85204.07,-149.21
145950.61,69220.11,84149.28,68262.5
74166.4,71487.5,221592.77,67679.42
64193.41,35985.84,80432.79,82238.79
36123.44,47253.13,94097.76,137258.16
59170.152,81914.57,77935.78,78380.83
83948.04,106712.24,212951.9,157792.38
71255.734,62199.93,83451.39,84383.2
55387.01,40921.812,161124.44,69747.29
119968.28,64028.293,71063.95,80510.19
42097,77876.44,88443.26,262143
33245.45,46557.82,83516.75,78963.914
43319.92,47763.973,98759.82,89941.38
58114.07,35618.19,146964.55,271.33002
44085.32,61046.67,90507.26,94502.82
42335.223,40019.67,171875.3,95340.89
77949.54,89836.46,262143,262143
58864.85,56958.23,137196.23,96013.414
82142.9,131618.27,86725.84,66683.54
80193.71,34000.53,68350.22,90778.59
31539.64,84018.99,83572.22,125959.9
41344.5,64340.902,132100.3,76588.59
70451.63,113574.61,1247.86,223626.23
55097.62,71723.14,123770.34,146673.86
38302.25,45150.43,96031.47,77574.58
40801.41,98092.89,140783.3,76223.95
89005.27,71559.74,156494.62,97895.09
76103.984,43352.17,65416.332,84940.055
77563.83,49441.402,79955.06,94724.27
41756.87,42564.84,79421.43,141969.66
12582.23,26187.43,100326.31,132571.58
91564.2,42485.29,149907.89,77055.57
33748.12,80437.09,80943.2,82790.055
85224.28,52575.67,81238.18,88221.81
31943.41,88102.27,84443.83,138581.27
40071.7,43705.63,147329.19,78578.2
73515.81,130147.24,67124.29,147435.39
76937.32,72777.5,99535.11,57715.03
81425.234,48236.54,79493.24,53972.312
78268.6,89527.72,113300.7,79202.56
72652.805,91876.81,148174.12,35327.082
70197.5,39277.062,80547.6,176816.44
64195.133,72226.24,147652.97,142474.05
75023.82,46265.85,81188.734,206981.36
59560.59,38601.1,98562.88,83711.54
55545.25,75410.39,159115.48,85757.914
188557.58,155220.97,95524.5,164304.3
72492.414,48218.05,133749.78,109202.375
72371.58,74432.14,145885.25,228566.94
71505.56,42608.7,137979.27,139176.81
43093.742,72200.01,153958.06,130678.72
63668.812,43251.55,70909.15,71496.53
73588.914,79895.72,140990.98,566.74
133039.42,44188.95,146482.94,154312.38
73222.984,77126.52,215914.61,127990.36
61504.19,186146.14,72317.4,148248.1
62117.37,47345.582,78562.72,96841.59
52521.062,36981.72,140551.1,65092.973
66990.13,67342.305,159152.03,262143
80962.984,44264.2,143076.05,82329.52
89473.11,45017.992,156294.69,88462.61
22105.871,46976.21,64735.64,121878.34
134889.28,114036.43,-184.47,62449.76
39179.02,39996.45,91175.055,112340.08
82010.03,78520.15,76895.18,145966.52
98062.36,40980.29,78776.43,138115.14
65534.582,43297.562,161423.3,76249.32
71140.06,36497.97,143613.55,85550.22
58599.11,65869.555,78541.22,84365.57
98869.47,36845.41,87879.1,70360.04
62946.84,78817.28,144508.81,79595.15
93444.59,51096.04,148923.19,73092.69
66834.04,40395.062,147884.75,149837.8
120864.4,74005.58,73226.42,72416.305
72158.734,40078.582,77209.08,78464.68
69724.93,81470.81,79285.555,83548.14
28023.1,47700.76,96038.78,82710.07
61734.67,49224.68,744.76,157232.08
142851.6,49742.402,82026.375,152681.83
7228.73,33550.75,149608.19,142243.58
49848.61,45936.04,72312.67,262143
51547.11,43722.402,131101.84,82538.5
81137.56,73619.44,69278.164,3118.79
79591.71,77965.02,166683.48,75685.164
71016.65,63502.402,72808.46,135944.5
61095.69,100188.71,242805.95,88363.71
50147.46,42446.59,60805.01,87109.4
74444.18,79395.2,86191.35,166614.69
81364.17,97680.09,76433.36,71368.82
40091.91,77277.02,45170.21,78724.4
65367.312,45112.59,152953.16,74143.18
203425.27,149277.52,153526.34,70336.82
56500.71,38068.76,71793.664,133489.2
28811.291,71949.75,80420.75,78477.58
68715.72,37262.94,89168.24,134895.73
65704.43,44131.332,81867.27,66434.14
174286.75,75681.29,152556.69,128062.17
41762.46,42548.07,95022.26,124598.95
81669.04,88137.96,90062.64,74975.664
167505.22,82559.14,84854.484,72774.06
59372.25,40466.44,76865.94,262143
78871.46,37279.71,41459.312,147794.44
70658.89,87247,89551.805,95843.13
38887.91,66634.52,145616.92,145473.73
50468.242,40919.66,77567.27,64931.293
43576.63,49406.57,134646.33,144589.22
77941.805,35711.5,164518,92891.61
89097.29,42222.562,85228.58,170956.39
42528.29,38402.01,155208.94,6874.41
78698.6,42329.2,131438.53,128371.34
117180.59,32996.91,77171.24,145134.47
91842.84,34608.98,74512.555,76068.72
82753.93,50636.37,228791.39,124223.13
79464.43,46483.43,83410.54,245172.67
64206.312,40745.51,128785.43,82518.29
34696.7,76476.79,62676.37,128626.766
105030.516,40626.402,134030.14,134887.56
94651.6,47816.43,77872.14,92923.86
45619.562,69054.13,133695.17,96013.84
33322.85,36661.37,160761.52,134132.05
77611.56,43525.89,132413.77,78076.39
87086.18,80751.85,145088.88,125861.43
48271.8,86285.95,139643.8,110263.61
34089.11,36869.92,227108.8,236342.19
58520.85,89564.27,93599.39,240664.98
44816.32,46499.77,74584.79,65219.39
77836.45,73563.54,81485,262143
57438.973,69002.96,100044.664,76375.74
54885.2,155769.22,136881.9,127903.07
41429.21,86045.15,89789.164,85556.67
77219.83,79038.305,65580.164,177571.94
69540.03,43099.332,77956.42,72862.64
125681.695,45909.812,75824.484,141196.95
96218.09,50403.742,87910.92,198648.39
73711.46,74999.31,77277.45,94771.14
54051,43112.23,143941.64,140801.78
65409.45,42103.02,148641.11,11634.51
68509.75,187188.03,57261.383,151864.83
60601.19,35941.98,140131.4,156186.33
84816.64,71716.69,85442.29,196339.3
47210.562,69352.984,85114.63,77385.38
164764.39,70022.06,159344.25,154869.66
30225.99,86237.79,83380.44,262143
46515.25,36986.45,85922.6,139708.3
62499.64,44091.34,83849.57,147022.16
90002.01,69330.625,143878.44,90204.97
64546.44,63007.902,87598.31,140707.19
39383.27,70656.74,73890.34,82011.32
77263.69,193740.38,139193.58,160017.19
40960.082,45165.91,70731.13,158555.19
109080.68,74704.76,78658.18,96780.96
74046,54195.05,152508.11,146295.47
70737.58,82206.97,73971.61,64824.652
54702.883,46547.93,89300.68,86572.33
74726.69,71366.24,67678.99,99889.43
32457.26,52205.87,92881.72,125188.055
39208.26,36212.88,87747.09,89474.83
38676.35,48458.42,82240.51,75086.6
46479.562,48597.312,100230.85,138021.4
116302.96,35439.312,148723.67,88421.76
81617.44,34790.44,81636.36,73855.08
67762.414,35530.04,147912.27,131836.72
118836.52,112489.29,144696.3,156482.6
234216.7,48342.75,150397.66,100829.414
73760.914,10061.141,78407.92,80400.11
66078.53,73765.21,73560.53,124607.555
77003.11,78769.555,141018.5,72952.94
206963.3,75524.34,132347.55,179026.64
43116.96,42901.53,136690.55,225917.28
91591.72,37870.96,73820.68,136789.88
36215.89,41509.19,90714.52,165627.83
68513.19,78952.734,86568.46,138350.78
49106,51542.812,72443.82,64323.7
73107.74,44064.25,92942.78,142828.8
66270.31,34918.152,77513.95,83140.93
69381.36,36301.89,81019.31,77892.35
87323.11,213381.05,138178.36,84682.914
34633.062,75698.92,129879.78,93533.17
64680.6,70262.43,107038.18,89616.734
92287.46,44759.13,77151.89,74255.414
69933.484,72560.35,104185.13,241466.94
42531.3,66065.2,77175.54,70820.57
84648.51,46899.67,136421.8,170301.5
60198.71,44690.76,136272.6,92599.21
71082.01,33901.2,149894.12,71863.32
34621.02,81433.83,67793.805,88759.74
69978.63,37933.742,139371.17,69533.58
48846.71,150421.31,168267.17,96038.78
124236.46,32492.521,144988.27,51302.01
134378.02,68864.07,80352.38,82732
87296.45,38301.82,142020.83,133891.69
73919.15,41270.11,116936.35,108629.61
